5007.90.00.400X;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS DE POLI√âSTERES;50;7;SEDA;TEJIDOS;PRODUCTO INTERMEDIO
5007.90.00.500C;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS DE RAY√ìN VISCOSA.;50;7;SEDA;TEJIDOS;PRODUCTO INTERMEDIO
5007.90.00.900Z;LOS DEM√ÅS;50;7;SEDA;TEJIDOS;PRODUCTO INTERMEDIO
5101.11.10.111Q;DE FINURA SUPERIOR A 22,05 MICR√ìMETROS, PERO INFERIOR O IGUAL A 22,9 MICR√ìMETROS;51;1;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5101.11.10.112T;DE FINURA SUPERIOR A 22,9 MICR√ìMETROS, PERO INFERIOR O IGUAL A 23,9 MICR√ìMETROS;51;1;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5101.11.10.113V;DE FINURA SUPERIOR A 23,9 MICR√ìMETROS, PERO INFERIOR O IGUAL A 24,9 MICR√ìMETROS;51;1;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5101.11.10.120R;DE FINURA SUPERIOR A 24,9 MICR√ìMETROS, PERO INFERIOR O IGUAL A 25,9 MICR√ìMETROS;51;1;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5101.11.10.130V;DE FINURA SUPERIOR A 25,9 MICR√ìMETROS, PERO INFERIOR O IGUAL A 26,9 MICR√ìMETROS;51;1;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5101.11.10.140Y;DE FINURA SUPERIOR A 26,9 MICR√ìMETROS, PERO INFERIOR O IGUAL A 27,9 MICR√ìMETROS;51;1;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5101.11.10.150B;DE FINURA SUPERIOR A 27,9 MICR√ìMETROS, PERO INFERIOR O IGUAL A 28,9 MICR√ìMETROS;51;1;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5101.11.10.160E;DE FINURA SUPERIOR A 28,9 MICR√ìMETROS, PERO INFERIOR O IGUAL A 29,9 MICR√ìMETROS;51;1;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5101.11.90.160H;DE FINURA SUPERIOR A 19,4 MICR√ìMETROS, PERO INFERIOR O IGUAL A 19,9 MICR√ìMETROS;51;1;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5101.11.90.170L;DE FINURA SUPERIOR A 19,9 MICR√ìMETROS, PERO INFERIOR O IGUAL A 20,9 MICR√ìMETROS;51;1;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5101.11.90.180P;DE FINURA SUPERIOR A 20,9 MICR√ìMETROS, PERO INFERIOR A 22,05 MICR√ìMETROS;51;1;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5101.19.00.000Q;--LAS DEM√ÅS;51;1;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5101.21.00.000J;#øNOMBRE?;51;1;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5101.30.00.000L;#øNOMBRE?;51;1;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5102.19.00.210Y;SUCIO (R.2012/93 EX-ANA);51;2;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5102.19.00.792F;LAVADO;51;2;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5102.20.00.900P;LOS DEM√ÅS;51;2;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5103.10.00.100A;DE LANA;51;3;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5103.20.00.000J;-LOS DEM√ÅS DESPERDICIOS DE LANA O PELO FINO;51;3;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5105.10.00.142E;DE FINURA SUPERIOR A 23,9 MICR√ìMETROS, PERO INFERIOR O IGUAL A 24,9 MICR√ìMETROS;51;5;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5105.29.10.210C;DE FINURA SUPERIOR A 18,4 MICR√ìMETROS, PERO INFERIOR O IGUAL A 18,9 MICR√ìMETROS;51;5;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5105.29.10.230J;DE FINURA SUPERIOR A 19,4 MICR√ìMETROS, PERO INFERIOR O IGUAL A 19,9 MICR√ìMETROS;51;5;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5105.29.10.410N;DE FINURA SUPERIOR A 22,9 MICR√ìMETROS, PERO INFERIOR O IGUAL A 23,9 MICR√ìMETROS;51;5;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5105.29.10.420R;DE FINURA SUPERIOR A 23,9 MICR√ìMETROS, PERO INFERIOR O IGUAL A 24,9 MICR√ìMETROS;51;5;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5105.29.10.710E;DE FINURA SUPERIOR A 29,9 MICR√ìMETROS, PERO INFERIOR O IGUAL A 30,9 MICR√ìMETROS;51;5;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5105.29.99.900J;LOS DEM√ÅS;51;5;Lana y pelo fino u ordinario;FIBRA;MATERIA PRIMA
5106.10.00.000A;-CON UN CONTENIDO DE LANA SUPERIOR O IGUAL AL 85 % EN PESO;51;6;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5106.20.00.100V;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON PELO FINO;51;6;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5106.20.00.200A;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON ALGOD√ìN;51;6;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5106.20.00.400L;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON FIBRAS DE NAILON O DEM√ÅS POLIAMIDAS;51;6;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5106.20.00.500R;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON FIBRAS DE POLI√âSTERES;51;6;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5106.20.00.900N;LOS DEM√ÅS;51;6;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5107.10.19.000X;LOS DEM√ÅS;51;7;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5107.10.90.000G;LOS DEM√ÅS;51;7;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5107.20.00.100N;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON SEDA;51;7;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5107.20.00.200U;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON PELO FINO;51;7;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5107.20.00.300Z;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON ALGOD√ìN;51;7;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5107.20.00.500K;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON FIBRAS DE NAILON O DEM√ÅS POLIAMIDAS;51;7;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5107.20.00.600Q;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON FIBRAS DE POLI√âSTERES;51;7;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5107.20.00.800B;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON FIBRAS DE RAY√ìN VISCOSA;51;7;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5108.10.00.000M;#øNOMBRE?;51;8;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5108.20.00.000B;#øNOMBRE?;51;8;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5109.10.00.000F;-CON UN CONTENIDO DE LANA O PELO FINO SUPERIOR O IGUAL AL 85 % EN PESO;51;9;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5109.90.00.100Z;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON SEDA;51;9;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5109.90.00.300K;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON ALGOD√ìN;51;9;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5109.90.00.500W;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON FIBRAS DE NAILON O DEM√ÅS POLIAMIDAS;51;9;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5109.90.00.600B;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON FIBRAS DE POLI√âSTERES;51;9;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5109.90.00.700G;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ACR√çLICAS;51;9;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5109.90.00.800M;MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON FIBRAS DE RAY√ìN VISCOSA;51;9;Lana y pelo fino u ordinario;HILADO;PRODUCTO INTERMEDIO
5111.11.10.000A;DE LANA;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.11.20.000K;DE PELO FINO;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.19.00.000L;--LOS DEM√ÅS;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.20.00.100Y;CON NAILON O DEM√ÅS POLIAMIDAS;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.20.00.200D;CON POLI√âSTERES;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.20.00.300J;CON ACR√çLICOS;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.20.00.400P;CON RAY√ìN VISCOSA;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.20.00.900R;LOS DEM√ÅS;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.30.10.000R;DE LANA, AFIELTRADOS, CON TRAMA MEZCLADA EXCLUSIVAMENTE CON FIBRAS SINT√âTICAS Y URDIMBRE EXCLUSIVAMENTE DE ALGOD√ìN, DE PESO SUPERIOR O IGUAL A 600 G/M2, APTOS PARA LA FABRICACI√ìN DE PELOTAS DE TENIS;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.30.90.100A;CON NAILON O DEM√ÅS POLIAMIDAS;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.30.90.200F;CON POLI√âSTERES;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.30.90.300L;CON ACR√çLICOS;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.30.90.400R;CON RAY√ìN VISCOSA;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.30.90.900U;LOS DEM√ÅS;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.90.00.100X;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON SEDA;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.90.00.200C;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON LANA;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.90.00.300H;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON PELO FINO;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.90.00.400N;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON ALGOD√ìN;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5111.90.00.900Q;LOS DEM√ÅS;51;11;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.11.00.100P;DE LANA;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.11.00.200V;DE PELO FINO;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.19.10.000P;DE LANA;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.19.20.000Z;DE PELO FINO;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.20.10.100B;CON NAILON O DEM√ÅS POLIAMIDAS;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.20.10.200G;CON POLI√âSTERES;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.20.10.300M;CON ACR√çLICOS;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.20.10.400T;CON RAY√ìN VISCOSA;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.20.10.900V;LOS DEM√ÅS;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.20.20.100L;CON NAILON O DEM√ÅS POLIAMIDAS;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.30.10.100Q;CON NAILON O DEM√ÅS POLIAMIDAS;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.30.10.200W;CON POLI√âSTERES;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.30.10.300B;CON ACR√çLICOS;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.30.10.400G;CON RAY√ìN VISCOSA;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.30.10.900J;LOS DEM√ÅS;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.30.20.100A;CON NAILON O DEM√ÅS POLIAMIDAS;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.30.20.300L;CON ACR√çLICOS;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.90.00.100Q;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON SEDA;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.90.00.200W;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON LANA;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.90.00.300B;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON PELO FINO;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.90.00.400G;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON ALGOD√ìN;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5112.90.00.900J;LOS DEM√ÅS;51;12;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5113.00.12.000B;CON UN CONTENIDO DE PELO ORDINARIO INFERIOR AL 85 % EN PESO, Y QUE CONTENGAN ALGOD√ìN;51;13;Lana y pelo fino u ordinario;TEJIDOS;PRODUCTO INTERMEDIO
5201.00.20.300L;TIPO GRADO  C;52;1;AlgodÛn;FIBRA;MATERIA PRIMA
5201.00.20.400R;TIPO GRADO  C;52;1;AlgodÛn;FIBRA;MATERIA PRIMA
5201.00.20.500X;TIPO GRADO  C;52;1;AlgodÛn;FIBRA;MATERIA PRIMA
5201.00.20.900U;LOS DEM?S;52;1;AlgodÛn;FIBRA;MATERIA PRIMA
5201.00.90.000N;LOS DEM√ÅS;52;1;AlgodÛn;FIBRA;MATERIA PRIMA
5202.10.00.000H;#øNOMBRE?;52;2;AlgodÛn;FIBRA;MATERIA PRIMA
5202.91.00.000H;#øNOMBRE?;52;2;AlgodÛn;FIBRA;MATERIA PRIMA
5202.99.00.000D;--LOS DEM√ÅS;52;2;AlgodÛn;FIBRA;MATERIA PRIMA
5203.00.00.000M;ALGOD√ìN CARDADO O PEINADO.;52;3;AlgodÛn;FIBRA;MATERIA PRIMA
5204.11.11.000Z;DE DOS CABOS;52;4;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5204.11.12.000G;DE TRES O M√ÅS CABOS;52;4;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5204.11.31.000U;DE DOS CABOS;52;4;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5204.11.32.000B;DE TRES O M√ÅS CABOS;52;4;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5204.11.40.000W;DE ALGOD√ìN BLANQUEADO O COLOREADO, DE T√çTULO SUPERIOR A 5.000 DECITEX POR HILO SENCILLO;52;4;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5204.19.11.900U;LOS DEM√ÅS;52;4;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5204.19.12.100H;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS SINT√âTICAS;52;4;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5204.19.12.900B;LOS DEM√ÅS;52;4;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5204.19.31.100V;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS SINT√âTICAS;52;4;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5204.19.31.900N;LOS DEM√ÅS;52;4;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5204.19.40.100X;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS SINT√âTICAS;52;4;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5204.20.00.100P;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS SINT√âTICAS;52;4;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5204.20.00.200V;MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES;52;4;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5204.20.00.900H;LOS DEM√ÅS;52;4;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.11.00.000A;--DE T√çTULO SUPERIOR O IGUAL A 714,29 DECITEX (INFERIOR O IGUAL AL N√öMERO M√âTRICO 14);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.12.00.100T;DE T√çTULO INFERIOR A 714,29 DECITEX PERO SUPERIOR O IGUAL A 491,67 DECITEX (SUPERIOR AL N√öMERO M√âTRICO 14 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 20,34);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.12.00.200Y;DE T√çTULO INFERIOR A 491,67 DECITEX PERO SUPERIOR O IGUAL A 368,75 DECITEX (SUPERIOR AL N√öMERO M√âTRICO 20,34 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 27,12);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.12.00.300D;DE T√çTULO INFERIOR A 368,75 DECITEX PERO SUPERIOR O IGUAL A 295,00 DECITEX (SUPERIOR AL N√öMERO M√âTRICO 27,12 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 33,90);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.12.00.400J;DE T√çTULO INFERIOR A 295,00 DECITEX PERO SUPERIOR O IGUAL A 232,56 DECITEX (SUPERIOR AL N√öMERO M√âTRICO 33,90 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 43);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.13.10.000J;CRUDOS;52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.14.00.000L;--DE T√çTULO INFERIOR A 192,31 DECITEX PERO SUPERIOR O IGUAL A 125 DECITEX (SUPERIOR AL N√öMERO M√âTRICO 52 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 80);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.15.00.000Y;--DE T√çTULO INFERIOR A 125 DECITEX (SUPERIOR AL N√öMERO M√âTRICO 80);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.21.00.000P;--DE T√çTULO SUPERIOR O IGUAL A 714,29 DECITEX (INFERIOR O IGUAL AL N√öMERO M√âTRICO 14);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.22.00.100G;DE T√çTULO INFERIOR A 714,29 DECITEX PERO SUPERIOR O IGUAL A 491,67 DECITEX (SUPERIOR AL N√öMERO M√âTRICO 14 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 20,34);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.22.00.200M;DE T√çTULO INFERIOR A 491,67 DECITEX PERO SUPERIOR O IGUAL A 368,75 DECITEX (SUPERIOR AL N√öMERO M√âTRICO 20,34 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 27,12);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.22.00.300T;DE T√çTULO INFERIOR A 368,75 DECITEX PERO SUPERIOR O IGUAL A 295,00 DECITEX (SUPERIOR AL N√öMERO M√âTRICO 27,12 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 33,90);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.22.00.400Y;DE T√çTULO INFERIOR A 295,00 DECITEX PERO SUPERIOR O IGUAL A 232,56 DECITEX (SUPERIOR AL N√öMERO M√âTRICO 33,90 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 43);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.23.10.000Y;CRUDOS;52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.23.90.000B;LOS DEM√ÅS;52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.24.00.000A;--DE T√çTULO INFERIOR A 192,31 DECITEX PERO SUPERIOR O IGUAL A 125 DECITEX (SUPERIOR AL N√öMERO M√âTRICO 52 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 80);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.26.00.000Z;--DE T√çTULO INFERIOR A 125 DECITEX PERO SUPERIOR O IGUAL A 106,38 DECITEX (SUPERIOR AL N√öMERO M√âTRICO 80 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 94);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.27.00.000L;--DE T√çTULO INFERIOR A 106,38 DECITEX PERO SUPERIOR O IGUAL A 83,33 DECITEX (SUPERIOR AL N√öMERO M√âTRICO 94 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 120);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.31.00.000D;--DE T√çTULO SUPERIOR O IGUAL A 714,29 DECITEX POR HILO SENCILLO (INFERIOR O IGUAL AL N√öMERO M√âTRICO 14 POR HILO SENCILLO);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.32.00.100W;DE T√çTULO INFERIOR A 714,29 DECITEX PERO SUPERIOR O IGUAL A 491,67 DECITEX, POR HILO SENCILLO (SUPERIOR AL N√öMERO M√âTRICO 14 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 20,34, POR HILO SENCILLO);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.32.00.300G;DE T√çTULO INFERIOR A 368,75 DECITEX PERO SUPERIOR O IGUAL A 295,00 DECITEX, POR HILO SENCILLO(SUPERIOR AL N√öMERO M√âTRICO 27,12 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 33,90, POR HILO SENCILLO);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.32.00.400M;DE T√çTULO INFERIOR A 295,00 DECITEX PERO SUPERIOR O IGUAL A 232,56 DECITEX, POR HILO SENCILLO (SUPERIOR AL N√öMERO M√âTRICO 33,90 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 43, POR HILO SENCILLO);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.33.00.000C;--DE T√çTULO INFERIOR A 232,56 DECITEX PERO SUPERIOR O IGUAL A 192,31 DECITEX, POR HILO SENCILLO (SUPERIOR AL N√öMERO M√âTRICO 43 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 52, POR HILO SENCILLO);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.34.00.000P;--DE T√çTULO INFERIOR A 192,31 DECITEX PERO SUPERIOR O IGUAL A 125 DECITEX, POR HILO SENCILLO (SUPERIOR AL N√öMERO M√âTRICO 52 PERO INFERIOR O IGUAL AL N√öMERO M√âTRICO 80, POR HILO SENCILLO);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.35.00.000B;--DE T√çTULO INFERIOR A 125 DECITEX POR HILO SENCILLO (SUPERIOR AL N√öMERO M√âTRICO 80 POR HILO SENCILLO);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
5205.41.00.000T;--DE T√çTULO SUPERIOR O IGUAL A 714,29 DECITEX POR HILO SENCILLO (INFERIOR O IGUAL AL N√öMERO M√âTRICO 14 POR HILO SENCILLO);52;5;AlgodÛn;HILADO;PRODUCTO INTERMEDIO
